geometry/type,geometry/coordinates/0/0/0,geometry/coordinates/0/0/1,geometry/coordinates/0/1/0,geometry/coordinates/0/1/1,geometry/coordinates/0/2/0,geometry/coordinates/0/2/1,geometry/coordinates/0/3/0,geometry/coordinates/0/3/1,geometry/coordinates/0/4/0,geometry/coordinates/0/4/1,type,properties/co_F_level,properties/pm1_F_level,properties/pm1_level,properties/no2_F,properties/no2,properties/co_level,properties/last_measure,properties/pm1_F,properties/co,properties/o3_F,properties/count_SMAQ,properties/o3_level,properties/pm25,properties/pm1,properties/pm10_F_level,properties/iuca.level_F_global,properties/pm25_F_level,properties/count_F,properties/pm25_F,properties/no2_F_level,properties/count,properties/iuca.level_global,properties/pm10_level,properties/co_F,properties/pm10,properties/o3,properties/pm10_F,properties/o3_F_level,properties/no2_level,properties/pm25_level,properties/no2_M_level,properties/resp_APP_level,properties/iuca.level_APP_global,properties/no2_M,properties/pm25_M_level,properties/o3_M_level,properties/co_M_level,properties/pm1_M,properties/count_APP,properties/iaq_APP_level,properties/pm10_APP_level,properties/pm10_M,properties/iuca.level_M_global,properties/o3_M,properties/pm25_M,properties/count_M,properties/pm10_M_level,properties/pm1_M_level,properties/co_M,properties/co_APP_level
Polygon,-4.449462890625,36.69708251953125,-4.449462890625,36.698455810546875,-4.448089599609375,36.698455810546875,-4.448089599609375,36.69708251953125,-4.449462890625,36.69708251953125,Feature,unhealthy-high,unhealthy-high,unhealthy-high,34,13,moderate,2018-12-13T17:38:26+00:00,252,3719,0,17,good,43,75,unhealthy-high,unhealthy-high,unhealthy-high,4,83,good,19,unhealthy-high,unhealthy,15094,65,1,155,good,good,unhealthy-high,good,moderate,moderate,6,unhealthy,good,good,21,2,good,good,37,unhealthy,2,31,13,unhealthy-low,unhealthy-high,218,good
Polygon,-4.461822509765625,36.690216064453125,-4.461822509765625,36.69158935546875,-4.46044921875,36.69158935546875,-4.46044921875,36.690216064453125,-4.461822509765625,36.690216064453125,Feature,,,,,,,2018-11-14T15:31:14+00:00,,,,,,,,,,,,,,19,unhealthy-low,,,,,,,,,,good,unhealthy-low,,,,,,19,good,good,,,,,,,,,unhealthy-low
Polygon,-4.493408203125,36.65863037109375,-4.493408203125,36.660003662109375,-4.492034912109375,36.660003662109375,-4.492034912109375,36.65863037109375,-4.493408203125,36.65863037109375,Feature,,,,,,,2018-11-14T07:12:14+00:00,,,,,,,,,,,,,,19,good,,,,,,,,,,good,good,,,,,,19,good,good,,,,,,,,,good
Polygon,-4.500274658203125,36.650390625,-4.500274658203125,36.651763916015625,-4.4989013671875,36.651763916015625,-4.4989013671875,36.650390625,-4.500274658203125,36.650390625,Feature,,,,,,,2018-11-14T07:03:45+00:00,,,,,,,,,,,,,,19,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,19,good,good,,,,,,,,,good
Polygon,-4.3780517578125,36.734161376953125,-4.3780517578125,36.73553466796875,-4.376678466796875,36.73553466796875,-4.376678466796875,36.734161376953125,-4.3780517578125,36.734161376953125,Feature,good,unhealthy-high,unhealthy-high,0,0,good,2018-12-15T23:17:52+00:00,39,929,0,1,good,64,39,unhealthy-high,unhealthy-high,unhealthy-high,1,64,good,18,unhealthy-high,unhealthy-high,929,76,0,76,good,good,unhealthy-high,,unhealthy-high,unhealthy-high,,,,,,17,good,good,,,,,,,,,good
Polygon,-4.412384033203125,36.727294921875,-4.412384033203125,36.728668212890625,-4.4110107421875,36.728668212890625,-4.4110107421875,36.727294921875,-4.412384033203125,36.727294921875,Feature,,,,,,,2018-09-17T13:31:47+00:00,,,,,,,,,,,,,,18,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,18,moderate,good,,,,,,,,,good
Polygon,-4.412384033203125,36.717681884765625,-4.412384033203125,36.71905517578125,-4.4110107421875,36.71905517578125,-4.4110107421875,36.717681884765625,-4.412384033203125,36.717681884765625,Feature,,,,,,,2018-01-30T06:35:17+00:00,,,,,,,,,,,,,,18,good,,,,,,,,,,good,good,,,,,,18,good,good,,,,,,,,,good
Polygon,-4.4439697265625,36.71905517578125,-4.4439697265625,36.720428466796875,-4.442596435546875,36.720428466796875,-4.442596435546875,36.71905517578125,-4.4439697265625,36.71905517578125,Feature,,,moderate,,6,good,2018-03-05T10:43:32+00:00,,158,,18,good,8,5,,,,,,,18,good,good,,9,2,,,good,good,good,,,6,good,good,good,5,,,,9,good,2,8,18,good,moderate,158,
Polygon,-4.459075927734375,36.71356201171875,-4.459075927734375,36.714935302734375,-4.45770263671875,36.714935302734375,-4.45770263671875,36.71356201171875,-4.459075927734375,36.71356201171875,Feature,,,,,,,2018-11-14T15:29:26+00:00,,,,,,,,,,,,,,18,unhealthy-high,,,,,,,,,,unhealthy-high,unhealthy-high,,,,,,18,good,good,,,,,,,,,good
Polygon,-4.4769287109375,36.69708251953125,-4.4769287109375,36.698455810546875,-4.475555419921875,36.698455810546875,-4.475555419921875,36.69708251953125,-4.4769287109375,36.69708251953125,Feature,,,,,,,2018-02-05T18:15:46+00:00,,,,,,,,,,,,,,18,good,,,,,,,,,,good,good,,,,,,18,good,good,,,,,,,,,good
Polygon,-4.459075927734375,36.690216064453125,-4.459075927734375,36.69158935546875,-4.45770263671875,36.69158935546875,-4.45770263671875,36.690216064453125,-4.459075927734375,36.690216064453125,Feature,,,,,,,2018-10-27T00:27:43+00:00,,,,,,,,,,,,,,18,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,18,good,good,,,,,,,,,good
Polygon,-4.481048583984375,36.668243408203125,-4.481048583984375,36.66961669921875,-4.47967529296875,36.66961669921875,-4.47967529296875,36.668243408203125,-4.481048583984375,36.668243408203125,Feature,,,,,,,2018-10-27T00:11:39+00:00,,,,,,,,,,,,,,18,good,,,,,,,,,,good,good,,,,,,18,good,good,,,,,,,,,good
Polygon,-4.497528076171875,36.651763916015625,-4.497528076171875,36.65313720703125,-4.49615478515625,36.65313720703125,-4.49615478515625,36.651763916015625,-4.497528076171875,36.651763916015625,Feature,,,,,,,2018-11-14T07:04:40+00:00,,,,,,,,,,,,,,18,good,,,,,,,,,,good,good,,,,,,18,good,good,,,,,,,,,good
Polygon,-4.36431884765625,36.7218017578125,-4.36431884765625,36.723175048828125,-4.362945556640625,36.723175048828125,-4.362945556640625,36.7218017578125,-4.36431884765625,36.7218017578125,Feature,good,good,good,0,0,good,2018-12-16T13:39:41+00:00,2,358,5,1,good,5,2,good,good,good,1,5,good,17,good,good,358,6,5,6,good,good,good,,good,good,,,,,,16,good,good,,,,,,,,,good
Polygon,-4.434356689453125,36.717681884765625,-4.434356689453125,36.71905517578125,-4.4329833984375,36.71905517578125,-4.4329833984375,36.717681884765625,-4.434356689453125,36.717681884765625,Feature,,,unhealthy-low,,2,good,2018-08-02T12:03:37+00:00,,104,,10,good,9,6,,,,,,,17,good,good,,9,0,,,good,good,good,unhealthy-low,unhealthy-low,2,good,good,good,6,7,good,good,9,good,0,9,10,good,unhealthy-low,104,good
Polygon,-4.434356689453125,36.706695556640625,-4.434356689453125,36.70806884765625,-4.4329833984375,36.70806884765625,-4.4329833984375,36.706695556640625,-4.434356689453125,36.706695556640625,Feature,,,unhealthy,,10,good,2018-09-18T16:26:10+00:00,,132,,13,good,17,10,,,,,,,17,unhealthy-low,moderate,,21,10,,,good,unhealthy-low,good,good,good,10,unhealthy-low,good,good,10,4,good,good,21,unhealthy-low,10,17,13,moderate,unhealthy,132,good
Polygon,-4.44122314453125,36.6943359375,-4.44122314453125,36.695709228515625,-4.439849853515625,36.695709228515625,-4.439849853515625,36.6943359375,-4.44122314453125,36.6943359375,Feature,,,unhealthy-high,,84,good,2018-11-05T19:40:44+00:00,,0,,12,good,250,159,,,,,,,17,unhealthy-high,unhealthy-high,,536,0,,,moderate,unhealthy-high,moderate,unhealthy,unhealthy,84,unhealthy-high,good,good,159,5,good,good,536,unhealthy-high,0,250,12,unhealthy-high,unhealthy-high,0,unhealthy-low
Polygon,-4.464569091796875,36.705322265625,-4.464569091796875,36.706695556640625,-4.46319580078125,36.706695556640625,-4.46319580078125,36.705322265625,-4.464569091796875,36.705322265625,Feature,,,,,,,2018-02-02T12:32:37+00:00,,,,,,,,,,,,,,17,good,,,,,,,,,,good,good,,,,,,17,good,good,,,,,,,,,good
Polygon,-4.4659423828125,36.684722900390625,-4.4659423828125,36.68609619140625,-4.464569091796875,36.68609619140625,-4.464569091796875,36.684722900390625,-4.4659423828125,36.684722900390625,Feature,,,,,,,2018-11-14T15:32:16+00:00,,,,,,,,,,,,,,17,unhealthy-high,,,,,,,,,,unhealthy,unhealthy-high,,,,,,17,good,good,,,,,,,,,unhealthy-high
Polygon,-4.471435546875,36.68060302734375,-4.471435546875,36.681976318359375,-4.470062255859375,36.681976318359375,-4.470062255859375,36.68060302734375,-4.471435546875,36.68060302734375,Feature,,,,,,,2018-11-14T15:32:40+00:00,,,,,,,,,,,,,,17,unhealthy-high,,,,,,,,,,unhealthy,unhealthy-high,,,,,,17,good,good,,,,,,,,,unhealthy-high
Polygon,-4.49066162109375,36.70257568359375,-4.49066162109375,36.703948974609375,-4.489288330078125,36.703948974609375,-4.489288330078125,36.70257568359375,-4.49066162109375,36.70257568359375,Feature,good,unhealthy-low,unhealthy-low,8,8,good,2018-04-26T13:13:47+00:00,9,371,0,1,good,12,9,good,moderate,moderate,1,12,good,17,moderate,good,371,12,0,12,good,good,moderate,,unhealthy-low,unhealthy-low,,,,,,16,good,good,,,,,,,,,good
Polygon,-4.409637451171875,36.771240234375,-4.409637451171875,36.772613525390625,-4.40826416015625,36.772613525390625,-4.40826416015625,36.771240234375,-4.409637451171875,36.771240234375,Feature,,,,,,,2018-01-08T17:53:54+00:00,,,,,,,,,,,,,,16,good,,,,,,,,,,good,good,,,,,,16,good,good,,,,,,,,,good
Polygon,-4.420623779296875,36.764373779296875,-4.420623779296875,36.7657470703125,-4.41925048828125,36.7657470703125,-4.41925048828125,36.764373779296875,-4.420623779296875,36.764373779296875,Feature,,,,,,,2018-01-08T17:58:40+00:00,,,,,,,,,,,,,,16,good,,,,,,,,,,good,good,,,,,,16,good,good,,,,,,,,,good
Polygon,-4.404144287109375,36.73004150390625,-4.404144287109375,36.731414794921875,-4.40277099609375,36.731414794921875,-4.40277099609375,36.73004150390625,-4.404144287109375,36.73004150390625,Feature,,,,,,,2018-10-05T12:55:12+00:00,,,,,,,,,,,,,,16,good,,,,,,,,,,good,good,,,,,,16,good,good,,,,,,,,,good
Polygon,-4.405517578125,36.725921630859375,-4.405517578125,36.727294921875,-4.404144287109375,36.727294921875,-4.404144287109375,36.725921630859375,-4.405517578125,36.725921630859375,Feature,,,,,,,2018-09-17T13:30:35+00:00,,,,,,,,,,,,,,16,moderate,,,,,,,,,,good,moderate,,,,,,16,moderate,good,,,,,,,,,good
Polygon,-4.427490234375,36.725921630859375,-4.427490234375,36.727294921875,-4.426116943359375,36.727294921875,-4.426116943359375,36.725921630859375,-4.427490234375,36.725921630859375,Feature,,,,,,,2018-09-29T09:28:55+00:00,,,,,,,,,,,,,,16,good,,,,,,,,,,good,good,,,,,,16,good,good,,,,,,,,,good
Polygon,-4.427490234375,36.72454833984375,-4.427490234375,36.725921630859375,-4.426116943359375,36.725921630859375,-4.426116943359375,36.72454833984375,-4.427490234375,36.72454833984375,Feature,,,,,,,2018-09-29T09:29:11+00:00,,,,,,,,,,,,,,16,moderate,,,,,,,,,,good,moderate,,,,,,16,moderate,good,,,,,,,,,moderate
Polygon,-4.46044921875,36.712188720703125,-4.46044921875,36.71356201171875,-4.459075927734375,36.71356201171875,-4.459075927734375,36.712188720703125,-4.46044921875,36.712188720703125,Feature,,,,,,,2018-10-26T13:44:03+00:00,,,,,,,,,,,,,,16,moderate,,,,,,,,,,good,moderate,,,,,,16,good,good,,,,,,,,,moderate
Polygon,-4.486541748046875,36.65863037109375,-4.486541748046875,36.660003662109375,-4.48516845703125,36.660003662109375,-4.48516845703125,36.65863037109375,-4.486541748046875,36.65863037109375,Feature,,,,,,,2018-11-14T07:14:34+00:00,,,,,,,,,,,,,,16,good,,,,,,,,,,good,good,,,,,,16,good,good,,,,,,,,,good
Polygon,-4.387664794921875,36.739654541015625,-4.387664794921875,36.74102783203125,-4.38629150390625,36.74102783203125,-4.38629150390625,36.739654541015625,-4.387664794921875,36.739654541015625,Feature,,,,,,,2018-01-21T11:06:40+00:00,,,,,,,,,,,,,,15,moderate,,,,,,,,,,good,moderate,,,,,,15,good,good,,,,,,,,,moderate
Polygon,-4.423370361328125,36.73828125,-4.423370361328125,36.739654541015625,-4.4219970703125,36.739654541015625,-4.4219970703125,36.73828125,-4.423370361328125,36.73828125,Feature,unhealthy-high,unhealthy-high,unhealthy-high,9,8,good,2018-12-13T18:41:24+00:00,225,2404,152,9,good,22,34,unhealthy-high,unhealthy-high,unhealthy-high,1,83,good,15,unhealthy-low,unhealthy-low,18775,31,27,155,unhealthy-low,good,unhealthy-low,good,good,good,8,moderate,good,good,10,6,good,good,16,moderate,11,14,8,moderate,unhealthy,358,good
Polygon,-4.365692138671875,36.734161376953125,-4.365692138671875,36.73553466796875,-4.36431884765625,36.73553466796875,-4.36431884765625,36.734161376953125,-4.365692138671875,36.734161376953125,Feature,,,,,,,2018-01-21T13:46:45+00:00,,,,,,,,,,,,,,15,moderate,,,,,,,,,,good,moderate,,,,,,15,moderate,good,,,,,,,,,moderate
Polygon,-4.35882568359375,36.717681884765625,-4.35882568359375,36.71905517578125,-4.357452392578125,36.71905517578125,-4.357452392578125,36.717681884765625,-4.35882568359375,36.717681884765625,Feature,,,,,,,2018-01-29T18:28:27+00:00,,,,,,,,,,,,,,15,good,,,,,,,,,,good,good,,,,,,15,good,good,,,,,,,,,good
Polygon,-4.41925048828125,36.73553466796875,-4.41925048828125,36.736907958984375,-4.417877197265625,36.736907958984375,-4.417877197265625,36.73553466796875,-4.41925048828125,36.73553466796875,Feature,,,,,,,2018-11-10T13:52:57+00:00,,,,,,,,,,,,,,15,moderate,,,,,,,,,,good,moderate,,,,,,15,good,good,,,,,,,,,moderate
Polygon,-4.423370361328125,36.725921630859375,-4.423370361328125,36.727294921875,-4.4219970703125,36.727294921875,-4.4219970703125,36.725921630859375,-4.423370361328125,36.725921630859375,Feature,good,good,good,0,0,good,2018-12-16T15:47:53+00:00,2,414,0,1,good,4,2,good,good,good,1,4,good,15,good,good,414,6,0,6,good,good,good,,good,good,,,,,,14,good,good,,,,,,,,,good
Polygon,-4.41925048828125,36.71630859375,-4.41925048828125,36.717681884765625,-4.417877197265625,36.717681884765625,-4.417877197265625,36.71630859375,-4.41925048828125,36.71630859375,Feature,,,,,,,2018-01-18T13:50:35+00:00,,,,,,,,,,,,,,15,moderate,,,,,,,,,,good,moderate,,,,,,15,good,good,,,,,,,,,moderate
Polygon,-4.442596435546875,36.703948974609375,-4.442596435546875,36.705322265625,-4.44122314453125,36.705322265625,-4.44122314453125,36.703948974609375,-4.442596435546875,36.703948974609375,Feature,,,unhealthy-low,,10,good,2018-04-06T08:01:08+00:00,,192,,10,good,14,9,,,,,,,15,moderate,moderate,,18,3,,,good,moderate,good,good,good,10,moderate,good,good,9,5,good,good,18,moderate,3,14,10,moderate,unhealthy-low,192,good
Polygon,-4.44671630859375,36.698455810546875,-4.44671630859375,36.6998291015625,-4.445343017578125,36.6998291015625,-4.445343017578125,36.698455810546875,-4.44671630859375,36.698455810546875,Feature,,,unhealthy-high,,8,good,2018-04-02T17:01:54+00:00,,241,,15,good,32,22,,,,,,,15,unhealthy,unhealthy-low,,37,2,,,good,unhealthy,good,,,8,unhealthy,good,good,22,,,,37,unhealthy,2,32,15,unhealthy-low,unhealthy-high,241,
Polygon,-4.471435546875,36.698455810546875,-4.471435546875,36.6998291015625,-4.470062255859375,36.6998291015625,-4.470062255859375,36.698455810546875,-4.471435546875,36.698455810546875,Feature,,,,,,,2018-04-26T13:10:22+00:00,,,,,,,,,,,,,,15,good,,,,,,,,,,good,good,,,,,,15,good,good,,,,,,,,,good
Polygon,-4.494781494140625,36.65863037109375,-4.494781494140625,36.660003662109375,-4.493408203125,36.660003662109375,-4.493408203125,36.65863037109375,-4.494781494140625,36.65863037109375,Feature,,,,,,,2018-11-14T07:11:52+00:00,,,,,,,,,,,,,,15,moderate,,,,,,,,,,good,moderate,,,,,,15,good,good,,,,,,,,,moderate
Polygon,-4.395904541015625,36.73828125,-4.395904541015625,36.739654541015625,-4.39453125,36.739654541015625,-4.39453125,36.73828125,-4.395904541015625,36.73828125,Feature,,,,,,,2018-01-21T13:53:12+00:00,,,,,,,,,,,,,,14,moderate,,,,,,,,,,good,moderate,,,,,,14,good,good,,,,,,,,,moderate
Polygon,-4.34234619140625,36.71356201171875,-4.34234619140625,36.714935302734375,-4.340972900390625,36.714935302734375,-4.340972900390625,36.71356201171875,-4.34234619140625,36.71356201171875,Feature,,,,,,,2018-02-12T16:13:03+00:00,,,,,,,,,,,,,,14,good,,,,,,,,,,good,good,,,,,,14,good,good,,,,,,,,,good
Polygon,-4.3450927734375,36.714935302734375,-4.3450927734375,36.71630859375,-4.343719482421875,36.71630859375,-4.343719482421875,36.714935302734375,-4.3450927734375,36.714935302734375,Feature,,,,,,,2018-02-07T15:51:30+00:00,,,,,,,,,,,,,,14,good,,,,,,,,,,good,good,,,,,,14,good,good,,,,,,,,,good
Polygon,-4.384918212890625,36.7218017578125,-4.384918212890625,36.723175048828125,-4.383544921875,36.723175048828125,-4.383544921875,36.7218017578125,-4.384918212890625,36.7218017578125,Feature,,,,,,,2018-03-15T22:40:55+00:00,,,,,,,,,,,,,,14,good,,,,,,,,,,good,good,,,,,,14,good,good,,,,,,,,,good
Polygon,-4.4110107421875,36.723175048828125,-4.4110107421875,36.72454833984375,-4.409637451171875,36.72454833984375,-4.409637451171875,36.723175048828125,-4.4110107421875,36.723175048828125,Feature,,,,,,,2018-09-11T19:01:06+00:00,,,,,,,,,,,,,,14,unhealthy-low,,,,,,,,,,good,unhealthy-low,,,,,,14,good,unhealthy-low,,,,,,,,,good
Polygon,-4.427490234375,36.7327880859375,-4.427490234375,36.734161376953125,-4.426116943359375,36.734161376953125,-4.426116943359375,36.7327880859375,-4.427490234375,36.7327880859375,Feature,,,unhealthy-low,,8,good,2018-01-25T09:31:47+00:00,,323,,14,good,11,8,,,,,,,14,moderate,good,,13,26,,,good,moderate,good,,,8,moderate,good,good,8,,,,13,moderate,26,11,14,good,unhealthy-low,323,
Polygon,-4.426116943359375,36.728668212890625,-4.426116943359375,36.73004150390625,-4.42474365234375,36.73004150390625,-4.42474365234375,36.728668212890625,-4.426116943359375,36.728668212890625,Feature,,,,,,,2018-09-18T16:34:31+00:00,,,,,,,,,,,,,,14,good,,,,,,,,,,good,good,,,,,,14,good,good,,,,,,,,,good
Polygon,-4.41925048828125,36.725921630859375,-4.41925048828125,36.727294921875,-4.417877197265625,36.727294921875,-4.417877197265625,36.725921630859375,-4.41925048828125,36.725921630859375,Feature,,,,,,,2018-09-10T18:39:41+00:00,,,,,,,,,,,,,,14,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,14,good,good,,,,,,,,,good
Polygon,-4.49066162109375,36.657257080078125,-4.49066162109375,36.65863037109375,-4.489288330078125,36.65863037109375,-4.489288330078125,36.657257080078125,-4.49066162109375,36.657257080078125,Feature,,,,,,,2018-10-22T14:57:55+00:00,,,,,,,,,,,,,,14,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,14,good,good,,,,,,,,,moderate
Polygon,-4.503021240234375,36.646270751953125,-4.503021240234375,36.64764404296875,-4.50164794921875,36.64764404296875,-4.50164794921875,36.646270751953125,-4.503021240234375,36.646270751953125,Feature,,,good,,0,good,2018-10-23T15:40:55+00:00,,87,,1,good,4,2,,,,,,,14,good,good,,5,5,,,good,good,good,good,good,0,good,good,good,2,13,good,good,5,good,5,4,1,good,good,87,good
Polygon,-4.354705810546875,36.81793212890625,-4.354705810546875,36.819305419921875,-4.35333251953125,36.819305419921875,-4.35333251953125,36.81793212890625,-4.354705810546875,36.81793212890625,Feature,,,,,,,2018-01-08T17:04:52+00:00,,,,,,,,,,,,,,13,good,,,,,,,,,,good,good,,,,,,13,good,good,,,,,,,,,good
Polygon,-4.41650390625,36.76849365234375,-4.41650390625,36.769866943359375,-4.415130615234375,36.769866943359375,-4.415130615234375,36.76849365234375,-4.41650390625,36.76849365234375,Feature,,,,,,,2018-01-08T17:56:43+00:00,,,,,,,,,,,,,,13,good,,,,,,,,,,good,good,,,,,,13,good,good,,,,,,,,,good
Polygon,-4.4219970703125,36.7437744140625,-4.4219970703125,36.745147705078125,-4.420623779296875,36.745147705078125,-4.420623779296875,36.7437744140625,-4.4219970703125,36.7437744140625,Feature,,,unhealthy-low,,11,good,2018-01-31T13:18:11+00:00,,314,,13,good,10,7,,,,,,,13,moderate,good,,11,15,,,good,moderate,good,,,11,moderate,good,good,7,,,,11,moderate,15,10,13,good,unhealthy-low,314,
Polygon,-4.426116943359375,36.739654541015625,-4.426116943359375,36.74102783203125,-4.42474365234375,36.74102783203125,-4.42474365234375,36.739654541015625,-4.426116943359375,36.739654541015625,Feature,,,unhealthy-high,,5,good,2018-02-16T10:31:09+00:00,,146,,13,good,36,24,,,,,,,13,unhealthy,unhealthy-low,,39,2,,,good,unhealthy,good,,,5,unhealthy,good,good,24,,,,39,unhealthy,2,36,13,unhealthy-low,unhealthy-high,146,
Polygon,-4.360198974609375,36.717681884765625,-4.360198974609375,36.71905517578125,-4.35882568359375,36.71905517578125,-4.35882568359375,36.717681884765625,-4.360198974609375,36.717681884765625,Feature,,,,,,,2018-01-29T18:28:45+00:00,,,,,,,,,,,,,,13,good,,,,,,,,,,good,good,,,,,,13,good,good,,,,,,,,,good
Polygon,-4.415130615234375,36.7218017578125,-4.415130615234375,36.723175048828125,-4.41375732421875,36.723175048828125,-4.41375732421875,36.7218017578125,-4.415130615234375,36.7218017578125,Feature,,,,,,,2018-09-11T18:50:50+00:00,,,,,,,,,,,,,,13,good,,,,,,,,,,good,good,,,,,,13,good,good,,,,,,,,,good
Polygon,-4.434356689453125,36.720428466796875,-4.434356689453125,36.7218017578125,-4.4329833984375,36.7218017578125,-4.4329833984375,36.720428466796875,-4.434356689453125,36.720428466796875,Feature,,,unhealthy,,2,good,2018-06-21T12:06:19+00:00,,215,,13,good,14,10,,,,,,,13,moderate,moderate,,15,0,,,good,moderate,good,,,2,moderate,good,good,10,,,,15,moderate,0,14,13,moderate,unhealthy,215,
Polygon,-4.45220947265625,36.6943359375,-4.45220947265625,36.695709228515625,-4.450836181640625,36.695709228515625,-4.450836181640625,36.6943359375,-4.45220947265625,36.6943359375,Feature,,,unhealthy,,2,good,2018-01-30T08:29:42+00:00,,119,,13,good,19,12,,,,,,,13,unhealthy-low,moderate,,22,2,,,good,unhealthy-low,good,,,2,unhealthy-low,good,good,12,,,,22,unhealthy-low,2,19,13,moderate,unhealthy,119,
Polygon,-4.46319580078125,36.6888427734375,-4.46319580078125,36.690216064453125,-4.461822509765625,36.690216064453125,-4.461822509765625,36.6888427734375,-4.46319580078125,36.6888427734375,Feature,,,,,,,2018-11-10T14:03:24+00:00,,,,,,,,,,,,,,13,unhealthy-high,,,,,,,,,,unhealthy-high,unhealthy-high,,,,,,13,good,good,,,,,,,,,good
Polygon,-4.500274658203125,36.649017333984375,-4.500274658203125,36.650390625,-4.4989013671875,36.650390625,-4.4989013671875,36.649017333984375,-4.500274658203125,36.649017333984375,Feature,,,,,,,2018-10-23T15:39:55+00:00,,,,,,,,,,,,,,13,good,,,,,,,,,,good,good,,,,,,13,good,good,,,,,,,,,good
Polygon,-4.503021240234375,36.64764404296875,-4.503021240234375,36.649017333984375,-4.50164794921875,36.649017333984375,-4.50164794921875,36.64764404296875,-4.503021240234375,36.64764404296875,Feature,,,unhealthy,,0,good,2018-11-14T15:42:27+00:00,,614,,1,good,15,11,,,,,,,13,unhealthy-low,moderate,,17,0,,,good,unhealthy-low,good,unhealthy-low,unhealthy-low,0,unhealthy-low,good,good,11,12,good,good,17,unhealthy-low,0,15,1,moderate,unhealthy,614,good
