geometry/type,geometry/coordinates/0/0/0,geometry/coordinates/0/0/1,geometry/coordinates/0/1/0,geometry/coordinates/0/1/1,geometry/coordinates/0/2/0,geometry/coordinates/0/2/1,geometry/coordinates/0/3/0,geometry/coordinates/0/3/1,geometry/coordinates/0/4/0,geometry/coordinates/0/4/1,type,properties/co_F_level,properties/pm1_F_level,properties/pm1_level,properties/no2_F,properties/no2,properties/co_level,properties/last_measure,properties/pm1_F,properties/co,properties/o3_F,properties/count_SMAQ,properties/o3_level,properties/pm25,properties/pm1,properties/pm10_F_level,properties/iuca.level_F_global,properties/pm25_F_level,properties/count_F,properties/pm25_F,properties/no2_F_level,properties/count,properties/iuca.level_global,properties/pm10_level,properties/co_F,properties/pm10,properties/o3,properties/pm10_F,properties/o3_F_level,properties/no2_level,properties/pm25_level,properties/no2_M_level,properties/resp_APP_level,properties/iuca.level_APP_global,properties/no2_M,properties/pm25_M_level,properties/o3_M_level,properties/co_M_level,properties/pm1_M,properties/count_APP,properties/iaq_APP_level,properties/pm10_APP_level,properties/pm10_M,properties/iuca.level_M_global,properties/o3_M,properties/pm25_M,properties/count_M,properties/pm10_M_level,properties/pm1_M_level,properties/co_M,properties/co_APP_level
Polygon,-4.384918212890625,36.771240234375,-4.384918212890625,36.772613525390625,-4.383544921875,36.772613525390625,-4.383544921875,36.771240234375,-4.384918212890625,36.771240234375,Feature,,,,,,,2018-01-08T17:37:34+00:00,,,,,,,,,,,,,,29,good,,,,,,,,,,good,good,,,,,,29,good,good,,,,,,,,,good
Polygon,-4.4219970703125,36.736907958984375,-4.4219970703125,36.73828125,-4.420623779296875,36.73828125,-4.420623779296875,36.736907958984375,-4.4219970703125,36.736907958984375,Feature,unhealthy,unhealthy-high,unhealthy-high,0,0,unhealthy,2018-12-15T23:14:34+00:00,164,12860,0,3,good,78,165,unhealthy-high,unhealthy-high,unhealthy-high,3,78,good,29,unhealthy-high,unhealthy-high,12860,132,0,131,good,good,unhealthy-high,,moderate,moderate,,,,,,26,good,good,,,,,,,,,good
Polygon,-4.49615478515625,36.6998291015625,-4.49615478515625,36.701202392578125,-4.494781494140625,36.701202392578125,-4.494781494140625,36.6998291015625,-4.49615478515625,36.6998291015625,Feature,good,unhealthy-low,unhealthy-low,1,1,good,2018-01-31T13:44:30+00:00,9,124,2,29,good,14,9,moderate,moderate,moderate,29,14,good,29,moderate,moderate,124,16,2,16,good,good,moderate,,,,,,,,,,,,,,,,,,,,
Polygon,-4.35882568359375,36.71905517578125,-4.35882568359375,36.720428466796875,-4.357452392578125,36.720428466796875,-4.357452392578125,36.71905517578125,-4.35882568359375,36.71905517578125,Feature,,,,,,,2018-02-12T16:09:00+00:00,,,,,,,,,,,,,,28,good,,,,,,,,,,good,good,,,,,,28,good,good,,,,,,,,,good
Polygon,-4.371185302734375,36.7218017578125,-4.371185302734375,36.723175048828125,-4.36981201171875,36.723175048828125,-4.36981201171875,36.7218017578125,-4.371185302734375,36.7218017578125,Feature,,,,,,,2018-03-15T22:37:46+00:00,,,,,,,,,,,,,,28,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,28,good,good,,,,,,,,,good
Polygon,-4.40277099609375,36.72454833984375,-4.40277099609375,36.725921630859375,-4.401397705078125,36.725921630859375,-4.401397705078125,36.72454833984375,-4.40277099609375,36.72454833984375,Feature,,,,,,,2018-10-05T13:51:17+00:00,,,,,,,,,,,,,,28,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,28,good,good,,,,,,,,,good
Polygon,-4.417877197265625,36.734161376953125,-4.417877197265625,36.73553466796875,-4.41650390625,36.73553466796875,-4.41650390625,36.734161376953125,-4.417877197265625,36.734161376953125,Feature,unhealthy-low,unhealthy-high,unhealthy-high,582,582,unhealthy-low,2018-12-14T09:30:03+00:00,221,9544,0,2,good,4179,221,unhealthy-high,unhealthy-high,unhealthy-high,2,4179,unhealthy-high,28,unhealthy-high,unhealthy-high,9545,155,0,155,good,unhealthy-high,unhealthy-high,,unhealthy-low,unhealthy-low,,,,,,26,good,good,,,,,,,,,good
Polygon,-4.42474365234375,36.725921630859375,-4.42474365234375,36.727294921875,-4.423370361328125,36.727294921875,-4.423370361328125,36.725921630859375,-4.42474365234375,36.725921630859375,Feature,,,,,,,2018-09-29T09:28:16+00:00,,,,,,,,,,,,,,28,good,,,,,,,,,,good,good,,,,,,28,good,good,,,,,,,,,good
Polygon,-4.351959228515625,36.717681884765625,-4.351959228515625,36.71905517578125,-4.3505859375,36.71905517578125,-4.3505859375,36.717681884765625,-4.351959228515625,36.717681884765625,Feature,,,,,,,2018-02-12T16:10:36+00:00,,,,,,,,,,,,,,27,good,,,,,,,,,,good,good,,,,,,27,good,good,,,,,,,,,good
Polygon,-4.37255859375,36.7218017578125,-4.37255859375,36.723175048828125,-4.371185302734375,36.723175048828125,-4.371185302734375,36.7218017578125,-4.37255859375,36.7218017578125,Feature,good,moderate,moderate,0,0,good,2018-12-16T13:40:48+00:00,3,351,3,2,good,8,3,good,good,good,2,8,good,27,good,good,351,9,3,9,good,good,good,,unhealthy-low,unhealthy-low,,,,,,25,good,good,,,,,,,,,good
Polygon,-4.406890869140625,36.734161376953125,-4.406890869140625,36.73553466796875,-4.405517578125,36.73553466796875,-4.405517578125,36.734161376953125,-4.406890869140625,36.734161376953125,Feature,good,good,good,0,0,good,2018-12-16T15:55:36+00:00,1,210,0,1,good,4,1,good,good,good,1,4,good,27,good,good,210,5,0,5,good,good,good,,good,moderate,,,,,,26,moderate,good,,,,,,,,,moderate
Polygon,-4.409637451171875,36.734161376953125,-4.409637451171875,36.73553466796875,-4.40826416015625,36.73553466796875,-4.40826416015625,36.734161376953125,-4.409637451171875,36.734161376953125,Feature,,,,,,,2018-10-06T12:16:29+00:00,,,,,,,,,,,,,,27,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,27,good,good,,,,,,,,,good
Polygon,-4.478302001953125,36.6998291015625,-4.478302001953125,36.701202392578125,-4.4769287109375,36.701202392578125,-4.4769287109375,36.6998291015625,-4.478302001953125,36.6998291015625,Feature,,,,,,,2018-02-05T17:37:52+00:00,,,,,,,,,,,,,,27,unhealthy-low,,,,,,,,,,good,unhealthy-low,,,,,,27,good,unhealthy-low,,,,,,,,,moderate
Polygon,-4.450836181640625,36.69158935546875,-4.450836181640625,36.692962646484375,-4.449462890625,36.692962646484375,-4.449462890625,36.69158935546875,-4.450836181640625,36.69158935546875,Feature,,,unhealthy-low,,19,good,2018-10-27T00:17:49+00:00,,513,,2,good,10,6,,,,,,,27,moderate,good,,11,10,,,good,moderate,good,good,good,19,moderate,good,good,6,25,good,good,11,moderate,10,10,2,good,unhealthy-low,513,good
Polygon,-4.37255859375,36.727294921875,-4.37255859375,36.728668212890625,-4.371185302734375,36.728668212890625,-4.371185302734375,36.727294921875,-4.37255859375,36.727294921875,Feature,,,,,,,2018-01-18T21:35:32+00:00,,,,,,,,,,,,,,26,good,,,,,,,,,,good,good,,,,,,26,good,good,,,,,,,,,good
Polygon,-4.37530517578125,36.7218017578125,-4.37530517578125,36.723175048828125,-4.373931884765625,36.723175048828125,-4.373931884765625,36.7218017578125,-4.37530517578125,36.7218017578125,Feature,,,,,,,2018-03-15T22:38:37+00:00,,,,,,,,,,,,,,26,moderate,,,,,,,,,,moderate,moderate,,,,,,26,good,good,,,,,,,,,good
Polygon,-4.43023681640625,36.736907958984375,-4.43023681640625,36.73828125,-4.428863525390625,36.73828125,-4.428863525390625,36.736907958984375,-4.43023681640625,36.736907958984375,Feature,,,,,,,2018-11-10T13:56:18+00:00,,,,,,,,,,,,,,26,moderate,,,,,,,,,,moderate,moderate,,,,,,26,good,good,,,,,,,,,good
Polygon,-4.459075927734375,36.6888427734375,-4.459075927734375,36.690216064453125,-4.45770263671875,36.690216064453125,-4.45770263671875,36.6888427734375,-4.459075927734375,36.6888427734375,Feature,unhealthy-high,unhealthy-high,unhealthy-high,0,0,unhealthy-high,2018-12-13T18:28:08+00:00,225,18773,0,1,good,83,225,unhealthy-high,unhealthy-high,unhealthy-high,1,83,good,26,unhealthy-high,unhealthy-high,18773,155,0,155,good,good,unhealthy-high,,good,good,,,,,,25,good,good,,,,,,,,,good
Polygon,-4.486541748046875,36.660003662109375,-4.486541748046875,36.661376953125,-4.48516845703125,36.661376953125,-4.48516845703125,36.660003662109375,-4.486541748046875,36.660003662109375,Feature,,,,,,,2018-11-10T14:06:00+00:00,,,,,,,,,,,,,,26,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,26,good,good,,,,,,,,,good
Polygon,-4.415130615234375,36.73004150390625,-4.415130615234375,36.731414794921875,-4.41375732421875,36.731414794921875,-4.41375732421875,36.73004150390625,-4.415130615234375,36.73004150390625,Feature,good,unhealthy-high,unhealthy-high,0,7,good,2018-12-14T17:40:11+00:00,189,1294,0,14,good,44,91,unhealthy-high,unhealthy-high,unhealthy-high,6,71,good,25,unhealthy-high,unhealthy,2477,71,9,132,good,good,unhealthy-high,good,unhealthy,unhealthy,12,unhealthy-low,good,good,18,11,good,good,26,unhealthy-low,16,24,8,moderate,unhealthy-high,406,good
Polygon,-4.448089599609375,36.712188720703125,-4.448089599609375,36.71356201171875,-4.44671630859375,36.71356201171875,-4.44671630859375,36.712188720703125,-4.448089599609375,36.712188720703125,Feature,,,,,,,2018-04-20T11:47:06+00:00,,,,,,,,,,,,,,25,good,,,,,,,,,,good,good,,,,,,25,good,good,,,,,,,,,good
Polygon,-4.442596435546875,36.706695556640625,-4.442596435546875,36.70806884765625,-4.44122314453125,36.70806884765625,-4.44122314453125,36.706695556640625,-4.442596435546875,36.706695556640625,Feature,,,,,,,2018-02-14T12:12:02+00:00,,,,,,,,,,,,,,25,good,,,,,,,,,,good,good,,,,,,25,good,good,,,,,,,,,good
Polygon,-4.464569091796875,36.684722900390625,-4.464569091796875,36.68609619140625,-4.46319580078125,36.68609619140625,-4.46319580078125,36.684722900390625,-4.464569091796875,36.684722900390625,Feature,,,good,,0,unhealthy-low,2018-11-14T07:17:40+00:00,,6583,,1,good,0,0,,,,,,,25,unhealthy-low,good,,0,0,,,good,good,good,good,good,0,good,good,unhealthy-low,0,24,good,good,0,unhealthy-low,0,0,1,good,good,6583,good
Polygon,-4.36981201171875,36.7218017578125,-4.36981201171875,36.723175048828125,-4.368438720703125,36.723175048828125,-4.368438720703125,36.7218017578125,-4.36981201171875,36.7218017578125,Feature,,,,,,,2018-03-15T22:37:34+00:00,,,,,,,,,,,,,,24,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,24,good,good,,,,,,,,,good
Polygon,-4.417877197265625,36.728668212890625,-4.417877197265625,36.73004150390625,-4.41650390625,36.73004150390625,-4.41650390625,36.728668212890625,-4.417877197265625,36.728668212890625,Feature,,,,,,,2018-09-19T18:31:09+00:00,,,,,,,,,,,,,,24,good,,,,,,,,,,good,good,,,,,,24,good,good,,,,,,,,,good
Polygon,-4.4219970703125,36.723175048828125,-4.4219970703125,36.72454833984375,-4.420623779296875,36.72454833984375,-4.420623779296875,36.723175048828125,-4.4219970703125,36.723175048828125,Feature,,,unhealthy-high,,13,good,2018-09-11T18:01:15+00:00,,830,,7,good,24,18,,,,,,,24,unhealthy-low,moderate,,27,16,,,good,unhealthy-low,good,good,good,13,unhealthy-low,good,good,18,17,good,good,27,unhealthy-low,16,24,7,moderate,unhealthy-high,830,good
Polygon,-4.4384765625,36.703948974609375,-4.4384765625,36.705322265625,-4.437103271484375,36.705322265625,-4.437103271484375,36.703948974609375,-4.4384765625,36.703948974609375,Feature,,,unhealthy,,8,good,2018-04-27T09:18:34+00:00,,168,,24,good,18,11,,,,,,,24,unhealthy-low,moderate,,22,1,,,good,unhealthy-low,good,,,8,unhealthy-low,good,good,11,,,,22,unhealthy-low,1,18,24,moderate,unhealthy,168,
Polygon,-4.434356689453125,36.701202392578125,-4.434356689453125,36.70257568359375,-4.4329833984375,36.70257568359375,-4.4329833984375,36.701202392578125,-4.434356689453125,36.701202392578125,Feature,,,,,,,2018-11-05T19:39:29+00:00,,,,,,,,,,,,,,24,unhealthy-high,,,,,,,,,,good,unhealthy-high,,,,,,24,good,good,,,,,,,,,unhealthy-high
Polygon,-4.4659423828125,36.683349609375,-4.4659423828125,36.684722900390625,-4.464569091796875,36.684722900390625,-4.464569091796875,36.683349609375,-4.4659423828125,36.683349609375,Feature,,,,,,,2018-11-10T14:03:51+00:00,,,,,,,,,,,,,,24,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,24,good,good,,,,,,,,,good
Polygon,-4.4769287109375,36.67510986328125,-4.4769287109375,36.676483154296875,-4.475555419921875,36.676483154296875,-4.475555419921875,36.67510986328125,-4.4769287109375,36.67510986328125,Feature,,,good,,0,unhealthy-low,2018-11-10T14:04:42+00:00,,6670,,1,good,1,0,,,,,,,24,unhealthy-low,good,,1,0,,,good,good,good,unhealthy-low,unhealthy-low,0,good,good,unhealthy-low,0,23,good,good,1,unhealthy-low,0,1,1,good,good,6670,good
Polygon,-4.497528076171875,36.6998291015625,-4.497528076171875,36.701202392578125,-4.49615478515625,36.701202392578125,-4.49615478515625,36.6998291015625,-4.497528076171875,36.6998291015625,Feature,good,unhealthy-high,unhealthy-high,1,1,good,2018-04-26T13:15:20+00:00,17,60,3,21,good,25,17,moderate,unhealthy,unhealthy,21,25,good,24,unhealthy,moderate,60,27,3,27,good,good,unhealthy,,unhealthy-low,unhealthy-low,,,,,,3,good,good,,,,,,,,,good
Polygon,-4.483795166015625,36.662750244140625,-4.483795166015625,36.66412353515625,-4.482421875,36.66412353515625,-4.482421875,36.662750244140625,-4.483795166015625,36.662750244140625,Feature,,,,,,,2018-11-14T07:15:05+00:00,,,,,,,,,,,,,,24,good,,,,,,,,,,good,good,,,,,,24,good,good,,,,,,,,,good
Polygon,-4.34783935546875,36.714935302734375,-4.34783935546875,36.71630859375,-4.346466064453125,36.71630859375,-4.346466064453125,36.714935302734375,-4.34783935546875,36.714935302734375,Feature,,,,,,,2018-02-12T16:11:42+00:00,,,,,,,,,,,,,,23,good,,,,,,,,,,good,good,,,,,,23,good,good,,,,,,,,,good
Polygon,-4.365692138671875,36.7327880859375,-4.365692138671875,36.734161376953125,-4.36431884765625,36.734161376953125,-4.36431884765625,36.7327880859375,-4.365692138671875,36.7327880859375,Feature,,,,,,,2018-01-21T13:47:24+00:00,,,,,,,,,,,,,,23,moderate,,,,,,,,,,good,moderate,,,,,,23,good,good,,,,,,,,,moderate
Polygon,-4.404144287109375,36.72454833984375,-4.404144287109375,36.725921630859375,-4.40277099609375,36.725921630859375,-4.40277099609375,36.72454833984375,-4.404144287109375,36.72454833984375,Feature,,,,,,,2018-10-05T12:59:12+00:00,,,,,,,,,,,,,,23,unhealthy,,,,,,,,,,unhealthy,unhealthy,,,,,,23,good,good,,,,,,,,,good
Polygon,-4.42474365234375,36.731414794921875,-4.42474365234375,36.7327880859375,-4.423370361328125,36.7327880859375,-4.423370361328125,36.731414794921875,-4.42474365234375,36.731414794921875,Feature,,,unhealthy-high,,18,good,2018-09-18T16:35:10+00:00,,427,,18,good,31,21,,,,,,,23,unhealthy,unhealthy-low,,37,7,,,good,unhealthy,good,good,good,18,unhealthy,good,good,21,5,good,good,37,unhealthy,7,31,18,unhealthy-low,unhealthy-high,427,good
Polygon,-4.46319580078125,36.723175048828125,-4.46319580078125,36.72454833984375,-4.461822509765625,36.72454833984375,-4.461822509765625,36.723175048828125,-4.46319580078125,36.723175048828125,Feature,,,unhealthy,,3,good,2018-01-24T10:25:38+00:00,,60,,23,good,19,13,,,,,,,23,unhealthy-low,moderate,,21,2,,,good,unhealthy-low,good,,,3,unhealthy-low,good,good,13,,,,21,unhealthy-low,2,19,23,moderate,unhealthy,60,
Polygon,-4.464569091796875,36.71905517578125,-4.464569091796875,36.720428466796875,-4.46319580078125,36.720428466796875,-4.46319580078125,36.71905517578125,-4.464569091796875,36.71905517578125,Feature,,,unhealthy,,7,good,2018-01-24T11:08:34+00:00,,40,,23,good,16,12,,,,,,,23,unhealthy-low,moderate,,18,1,,,good,unhealthy-low,good,,,7,unhealthy-low,good,good,12,,,,18,unhealthy-low,1,16,23,moderate,unhealthy,40,
Polygon,-4.45770263671875,36.706695556640625,-4.45770263671875,36.70806884765625,-4.456329345703125,36.70806884765625,-4.456329345703125,36.706695556640625,-4.45770263671875,36.706695556640625,Feature,,,,,,,2018-04-26T13:00:56+00:00,,,,,,,,,,,,,,23,unhealthy-high,,,,,,,,,,unhealthy-high,unhealthy-high,,,,,,23,good,good,,,,,,,,,good
Polygon,-4.456329345703125,36.69158935546875,-4.456329345703125,36.692962646484375,-4.4549560546875,36.692962646484375,-4.4549560546875,36.69158935546875,-4.456329345703125,36.69158935546875,Feature,unhealthy-high,unhealthy-high,unhealthy-high,1,5,unhealthy-low,2018-12-13T18:27:01+00:00,225,9629,0,2,good,46,115,unhealthy-high,unhealthy-high,unhealthy-high,1,83,good,23,unhealthy-high,unhealthy-high,18774,83,0,155,good,good,unhealthy-high,good,good,good,9,good,good,good,5,21,good,good,10,good,0,9,1,good,moderate,484,good
Polygon,-4.471435546875,36.679229736328125,-4.471435546875,36.68060302734375,-4.470062255859375,36.68060302734375,-4.470062255859375,36.679229736328125,-4.471435546875,36.679229736328125,Feature,,,good,,0,unhealthy-low,2018-11-14T07:16:42+00:00,,6615,,1,good,1,0,,,,,,,23,unhealthy-low,good,,1,0,,,good,good,good,unhealthy-low,unhealthy-low,0,good,good,unhealthy-low,0,22,good,good,1,unhealthy-low,0,1,1,good,good,6615,good
Polygon,-4.475555419921875,36.6558837890625,-4.475555419921875,36.657257080078125,-4.47418212890625,36.657257080078125,-4.47418212890625,36.6558837890625,-4.475555419921875,36.6558837890625,Feature,,,,,,,2018-09-29T09:14:46+00:00,,,,,,,,,,,,,,23,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,23,good,good,,,,,,,,,good
Polygon,-4.49615478515625,36.651763916015625,-4.49615478515625,36.65313720703125,-4.494781494140625,36.65313720703125,-4.494781494140625,36.651763916015625,-4.49615478515625,36.651763916015625,Feature,,,,,,,2018-11-14T07:04:27+00:00,,,,,,,,,,,,,,23,unhealthy-high,,,,,,,,,,unhealthy-high,unhealthy-high,,,,,,23,good,good,,,,,,,,,good
Polygon,-4.41650390625,36.7327880859375,-4.41650390625,36.734161376953125,-4.415130615234375,36.734161376953125,-4.415130615234375,36.7327880859375,-4.41650390625,36.7327880859375,Feature,good,good,unhealthy,24,11,good,2018-12-14T19:32:19+00:00,1,373,7,22,good,18,13,good,good,good,2,4,good,22,unhealthy-low,moderate,1005,19,8,4,good,good,unhealthy-low,good,,,10,unhealthy-low,good,good,14,,,,20,unhealthy-low,8,19,20,moderate,unhealthy,309,
Polygon,-4.412384033203125,36.723175048828125,-4.412384033203125,36.72454833984375,-4.4110107421875,36.72454833984375,-4.4110107421875,36.723175048828125,-4.412384033203125,36.723175048828125,Feature,,,,,,,2018-09-11T18:58:18+00:00,,,,,,,,,,,,,,22,moderate,,,,,,,,,,good,moderate,,,,,,22,good,moderate,,,,,,,,,good
Polygon,-4.420623779296875,36.7327880859375,-4.420623779296875,36.734161376953125,-4.41925048828125,36.734161376953125,-4.41925048828125,36.7327880859375,-4.420623779296875,36.7327880859375,Feature,,,moderate,,1,good,2018-09-18T17:04:14+00:00,,0,,5,good,9,4,,,,,,,22,good,good,,12,3,,,good,good,good,good,good,1,good,good,good,4,17,good,good,12,good,3,9,5,good,moderate,0,good
Polygon,-4.43023681640625,36.71356201171875,-4.43023681640625,36.714935302734375,-4.428863525390625,36.714935302734375,-4.428863525390625,36.71356201171875,-4.43023681640625,36.71356201171875,Feature,,,unhealthy-low,,7,good,2018-02-08T09:53:05+00:00,,292,,18,good,9,6,,,,,,,22,good,good,,10,1,,,good,good,good,good,good,7,good,good,good,6,4,good,good,10,good,1,9,18,good,unhealthy-low,292,good
Polygon,-4.4329833984375,36.70806884765625,-4.4329833984375,36.709442138671875,-4.431610107421875,36.709442138671875,-4.431610107421875,36.70806884765625,-4.4329833984375,36.70806884765625,Feature,,,unhealthy,,9,good,2018-11-06T09:34:38+00:00,,53,,12,good,19,11,,,,,,,22,unhealthy-low,moderate,,23,26,,,good,unhealthy-low,good,good,good,9,unhealthy-low,good,good,11,10,good,good,23,unhealthy-low,26,19,12,moderate,unhealthy,53,good
Polygon,-4.44122314453125,36.6998291015625,-4.44122314453125,36.701202392578125,-4.439849853515625,36.701202392578125,-4.439849853515625,36.6998291015625,-4.44122314453125,36.6998291015625,Feature,,,unhealthy-high,,8,good,2018-11-06T09:29:35+00:00,,246,,4,good,42,26,,,,,,,22,unhealthy-high,unhealthy,,50,0,,,good,unhealthy-high,good,good,good,8,unhealthy-high,good,good,26,18,good,good,50,unhealthy-high,0,42,4,unhealthy,unhealthy-high,246,good
Polygon,-4.4989013671875,36.650390625,-4.4989013671875,36.651763916015625,-4.497528076171875,36.651763916015625,-4.497528076171875,36.650390625,-4.4989013671875,36.650390625,Feature,,,,,,,2018-11-10T14:14:24+00:00,,,,,,,,,,,,,,22,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,22,good,good,,,,,,,,,good
Polygon,-4.50439453125,36.64764404296875,-4.50439453125,36.649017333984375,-4.503021240234375,36.649017333984375,-4.503021240234375,36.64764404296875,-4.50439453125,36.64764404296875,Feature,,,,,,,2018-10-22T15:03:27+00:00,,,,,,,,,,,,,,22,good,,,,,,,,,,good,good,,,,,,22,good,good,,,,,,,,,good
Polygon,-4.39727783203125,36.72454833984375,-4.39727783203125,36.725921630859375,-4.395904541015625,36.725921630859375,-4.395904541015625,36.72454833984375,-4.39727783203125,36.72454833984375,Feature,,,moderate,,3,good,2018-01-12T12:52:39+00:00,,97,,21,good,6,4,,,,,,,21,good,good,,7,1,,,good,good,good,,,3,good,good,good,4,,,,7,good,1,6,21,good,moderate,97,
Polygon,-4.420623779296875,36.725921630859375,-4.420623779296875,36.727294921875,-4.41925048828125,36.727294921875,-4.41925048828125,36.725921630859375,-4.420623779296875,36.725921630859375,Feature,,,unhealthy-low,,4,good,2018-09-11T19:05:27+00:00,,27,,5,good,11,9,,,,,,,21,moderate,good,,12,15,,,good,moderate,good,good,unhealthy-low,4,moderate,good,good,9,16,unhealthy-low,good,12,moderate,15,11,5,good,unhealthy-low,27,moderate
Polygon,-4.44671630859375,36.71905517578125,-4.44671630859375,36.720428466796875,-4.445343017578125,36.720428466796875,-4.445343017578125,36.71905517578125,-4.44671630859375,36.71905517578125,Feature,,,moderate,,2,good,2018-06-20T10:01:32+00:00,,137,,21,good,7,5,,,,,,,21,good,good,,8,0,,,good,good,good,,,2,good,good,good,5,,,,8,good,0,7,21,good,moderate,137,
Polygon,-4.442596435546875,36.6998291015625,-4.442596435546875,36.701202392578125,-4.44122314453125,36.701202392578125,-4.44122314453125,36.6998291015625,-4.442596435546875,36.6998291015625,Feature,,,unhealthy,,12,good,2018-11-06T09:29:14+00:00,,196,,9,good,22,14,,,,,,,21,unhealthy-low,moderate,,27,1,,,good,unhealthy-low,good,good,good,12,unhealthy-low,good,good,14,12,good,good,27,unhealthy-low,1,22,9,moderate,unhealthy,196,good
Polygon,-4.514007568359375,36.68609619140625,-4.514007568359375,36.687469482421875,-4.51263427734375,36.687469482421875,-4.51263427734375,36.68609619140625,-4.514007568359375,36.68609619140625,Feature,,,good,,0,good,2018-05-07T20:48:01+00:00,,2777,,21,good,1,1,,,,,,,21,good,good,,1,0,,,good,good,good,,,0,good,good,good,1,,,,1,good,0,1,21,good,good,2777,
Polygon,-4.409637451171875,36.723175048828125,-4.409637451171875,36.72454833984375,-4.40826416015625,36.72454833984375,-4.40826416015625,36.723175048828125,-4.409637451171875,36.723175048828125,Feature,,,,,,,2018-09-11T18:59:51+00:00,,,,,,,,,,,,,,20,good,,,,,,,,,,good,good,,,,,,20,good,good,,,,,,,,,good
Polygon,-4.4439697265625,36.728668212890625,-4.4439697265625,36.73004150390625,-4.442596435546875,36.73004150390625,-4.442596435546875,36.728668212890625,-4.4439697265625,36.728668212890625,Feature,,,,,,,2018-11-10T13:58:54+00:00,,,,,,,,,,,,,,20,unhealthy-low,,,,,,,,,,unhealthy-low,unhealthy-low,,,,,,20,good,good,,,,,,,,,good
Polygon,-4.4549560546875,36.717681884765625,-4.4549560546875,36.71905517578125,-4.453582763671875,36.71905517578125,-4.453582763671875,36.717681884765625,-4.4549560546875,36.717681884765625,Feature,,,,,,,2018-02-16T12:02:00+00:00,,,,,,,,,,,,,,20,moderate,,,,,,,,,,moderate,moderate,,,,,,20,good,good,,,,,,,,,good
Polygon,-4.459075927734375,36.717681884765625,-4.459075927734375,36.71905517578125,-4.45770263671875,36.71905517578125,-4.45770263671875,36.717681884765625,-4.459075927734375,36.717681884765625,Feature,,,,,,,2018-10-22T14:52:49+00:00,,,,,,,,,,,,,,20,unhealthy-low,,,,,,,,,,moderate,unhealthy-low,,,,,,20,good,good,,,,,,,,,unhealthy-low
Polygon,-4.442596435546875,36.701202392578125,-4.442596435546875,36.70257568359375,-4.44122314453125,36.70257568359375,-4.44122314453125,36.701202392578125,-4.442596435546875,36.701202392578125,Feature,,,unhealthy,,10,good,2018-04-27T08:11:41+00:00,,168,,20,good,16,10,,,,,,,20,unhealthy-low,moderate,,19,1,,,good,unhealthy-low,good,,,10,unhealthy-low,good,good,10,,,,19,unhealthy-low,1,16,20,moderate,unhealthy,168,
Polygon,-4.46044921875,36.692962646484375,-4.46044921875,36.6943359375,-4.459075927734375,36.6943359375,-4.459075927734375,36.692962646484375,-4.46044921875,36.692962646484375,Feature,,,moderate,,0,good,2018-11-14T07:18:30+00:00,,2189,,1,good,8,4,,,,,,,20,good,good,,10,0,,,good,good,good,good,good,0,good,good,good,4,19,good,good,10,good,0,8,1,good,moderate,2189,good
Polygon,-4.38079833984375,36.772613525390625,-4.38079833984375,36.77398681640625,-4.379425048828125,36.77398681640625,-4.379425048828125,36.772613525390625,-4.38079833984375,36.772613525390625,Feature,,,,,,,2018-01-08T17:30:41+00:00,,,,,,,,,,,,,,19,good,,,,,,,,,,good,good,,,,,,19,good,good,,,,,,,,,good
Polygon,-4.36431884765625,36.7327880859375,-4.36431884765625,36.734161376953125,-4.362945556640625,36.734161376953125,-4.362945556640625,36.7327880859375,-4.36431884765625,36.7327880859375,Feature,,,,,,,2018-01-21T13:47:54+00:00,,,,,,,,,,,,,,19,moderate,,,,,,,,,,good,moderate,,,,,,19,good,good,,,,,,,,,moderate
Polygon,-4.362945556640625,36.731414794921875,-4.362945556640625,36.7327880859375,-4.361572265625,36.7327880859375,-4.361572265625,36.731414794921875,-4.362945556640625,36.731414794921875,Feature,,,,,,,2018-01-21T13:48:21+00:00,,,,,,,,,,,,,,19,moderate,,,,,,,,,,good,moderate,,,,,,19,good,good,,,,,,,,,moderate
Polygon,-4.4329833984375,36.73553466796875,-4.4329833984375,36.736907958984375,-4.431610107421875,36.736907958984375,-4.431610107421875,36.73553466796875,-4.4329833984375,36.73553466796875,Feature,,,good,,0,moderate,2018-10-22T14:46:40+00:00,,3427,,2,good,3,2,,,,,,,19,moderate,good,,3,0,,,good,good,good,good,moderate,0,good,good,moderate,2,17,good,good,3,moderate,0,3,2,good,good,3427,moderate
